Episode,Total_Reward,Is_Success,Obj0_Color,Obj0_Status,Obj0_Reward,Obj1_Color,Obj1_Status,Obj1_Reward,Obj2_Color,Obj2_Status,Obj2_Reward,Obj3_Color,Obj3_Status,Obj3_Reward,Obj4_Color,Obj4_Status,Obj4_Reward,Obj5_Color,Obj5_Status,Obj5_Reward,Obj6_Color,Obj6_Status,Obj6_Reward,Obj7_Color,Obj7_Status,Obj7_Reward,Obj8_Color,Obj8_Status,Obj8_Reward,Obj9_Color,Obj9_Status,Obj9_Reward
1,7040,False,g,Fail,0,b,Fail,0,r,Indep_Success,1,r,Indep_Success,1,b,Fail,0,r,Indep_Success,1,g,Fail,0,g,Fail,0,b,Fail,0,r,Indep_Success,1
1,14431,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
2,10701,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1
3,8762,False,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,b,Fail,0,g,Fail,0,g,Fail,0,r,Fail,0,r,Fail,0,b,Fail,0
4,11567,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Fail,0,g,Fail,0,r,Indep_Success,1,b,Fail,0,g,Fail,0
5,16204,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
6,14981,True,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2
7,12814,False,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,r,Fail,0,r,Indep_Success,1,r,Indep_Success,1,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1
8,14979,True,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2
9,15666,True,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1
10,6998,False,r,Indep_Success,1,b,Coop_Success,2,r,Fail,0,g,Coop_Success,2,b,Fail,0,g,Fail,0,b,Fail,0,g,Fail,0,g,Fail,0,b,Fail,0
1,9006,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Fail,0,r,Fail,0,g,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
2,10471,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Coop_Success,2,r,Indep_Success,1,b,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1
3,8756,False,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,b,Fail,0,g,Fail,0,g,Fail,0,r,Fail,0,r,Fail,0,b,Fail,0
1,9003,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Fail,0,r,Fail,0,g,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
2,6926,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Fail,0,r,Indep_Success,1,b,Fail,0,g,Fail,0,b,Fail,0,r,Indep_Success,1
3,14024,True,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,b,Coop_Success,2,b,Coop_Success,2,g,Coop_Success,2,g,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2
1,14427,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
2,7107,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Fail,0,r,Indep_Success,1,b,Fail,0,g,Fail,0,b,Fail,0,r,Indep_Success,1
1,13906,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
1,14428,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
2,5474,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Fail,0,r,Fail,0,b,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
1,9006,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Fail,0,r,Fail,0,g,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
1,14425,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
1,14442,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
2,5474,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Fail,0,r,Fail,0,b,Fail,0,g,Fail,0,b,Fail,0,r,Fail,0
1,14426,False,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1,r,Indep_Success,1,b,Coop_Success,2,r,Indep_Success,1,g,Coop_Success,2,g,Fail,0,b,Fail,0,r,Indep_Success,1
2,8606,False,r,Indep_Success,1,r,Indep_Success,1,g,Fail,0,b,Fail,0,g,Fail,0,r,Indep_Success,1,b,Fail,0,g,Coop_Success,2,b,Coop_Success,2,r,Indep_Success,1
